,car,starting_price,combined_mpg,expert_rating,consumer_rating
1371,Used 2017 Toyota Mirai Sedan,"$16,240",67 MPGe,3.7 ,2.3 
1372,Used 2015 Audi A6 Sedan,"$16,437",23 MPG,3.7 ,4.6 
1373,Certified 2018 Dodge Grand Caravan Passenger Van/Minivan,"$16,466",20 MPG,3.7 ,3.8 
1374,Used 2015 BMW X3 SUV,"$16,549",24 MPG,3.7 ,4.5 
1375,Certified 2016 Kia Cadenza Sedan,"$16,635",22 MPG,3.7 ,4.4 
1376,Used 2014 Nissan 370Z Coupe,"$17,522",21 MPG,3.7 ,4.8 
1377,Certified 2018 Jeep Compass SUV,"$17,537",25 MPG,3.7 ,3.6 
1378,Used 2014 Chevrolet Suburban 1500 SUV,"$18,130",17 MPG,3.7 ,4.5 
1379,Certified 2015 INFINITI Q60 Coupe,"$18,463",22 MPG,3.7 ,4.7 
1380,Certified 2017 Buick Envision SUV,"$19,238",24 MPG,3.7 ,4.6 
1381,Certified 2017 Lincoln MKZ Sedan,"$19,341",23 MPG,3.7 ,4.6 
1382,Certified 2015 Nissan 370Z Coupe,"$19,550",21 MPG,3.7 ,4.8 
1383,Certified 2017 Dodge Charger Sedan,"$19,951",21 MPG,3.7 ,4.8 
1384,Used 2014 Toyota Tacoma Double Cab Pickup,"$20,600",19 MPG,3.7 ,4.7 
1385,Certified 2019 MINI Hardtop 2 Door Hatchback,"$20,675",30 MPG,3.7 ,4.7 
1386,Certified 2019 MINI Hardtop 4 Door Hatchback,"$20,910",30 MPG,3.7 ,4.7 
1387,Used 2014 Audi S4 Sedan,"$21,500",20 MPG,3.7 ,4.9 
1388,Certified 2018 Ford Explorer SUV,"$22,050",19 MPG,3.7 ,4.2 
1389,Used 2014 BMW Z4 Convertible,"$22,222",26 MPG,3.7 ,4.6 
1390,Certified 2016 Land Rover Discovery Sport SUV,"$22,550",22 MPG,3.7 ,4.1 
1391,Certified 2018 Dodge Charger Sedan,"$22,552",23 MPG,3.7 ,4.8 
1392,Certified 2016 Audi allroad Wagon,"$22,609",24 MPG,3.7 ,4.1 
1393,Certified 2017 Jaguar XF Sedan,"$22,672",23 MPG,3.7 ,4.7 
1394,Certified 2018 Buick Envision SUV,"$23,073",24 MPG,3.7 ,4.6 
1395,Certified 2015 Lexus GS Sedan,"$23,579",21 MPG,3.7 ,4.7 
1396,Certified 2019 Dodge Charger Sedan,"$23,587",21 MPG,3.7 ,4.8 
1397,Certified 2015 Audi TT Convertible,"$23,699",26 MPG,3.7 ,4.5 
1398,Certified 2018 Lincoln MKZ Sedan,"$23,725",23 MPG,3.7 ,4.6 
1399,Used 2015 Audi S4 Sedan,"$24,530",20 MPG,3.7 ,4.9 
1400,Certified 2017 Land Rover Discovery Sport SUV,"$25,300",22 MPG,3.7 ,4.1 
1401,Certified 2016 Mercedes‑Benz SLK Convertible,"$25,690",28 MPG,3.7 ,4.6 
1402,Certified 2018 Jaguar XF Sedan,"$25,803",27 MPG,3.7 ,4.7 
1403,Certified 2019 Lincoln MKZ Sedan,"$26,965",23 MPG,3.7 ,4.6 
1404,Certified 2016 BMW X4 SUV,"$27,779",23 MPG,3.7 ,5 
1405,Certified 2018 Toyota Tundra Double Cab Pickup,"$29,660",15 MPG,3.7 ,4.7 
1406,Used 2015 Audi S6 Sedan,"$30,884",20 MPG,3.7 ,4.8 
1407,Used 2014 Jaguar F‑TYPE Convertible,"$31,202",23 MPG,3.7 ,4.9 
1408,Certified 2019 Toyota Tundra Double Cab Pickup,"$32,486",14 MPG,3.7 ,4.7 
1409,Certified 2018 Land Rover Range Rover Evoque SUV,"$34,051",25 MPG,3.7 ,3.9 
1410,Certified 2015 Jaguar F‑TYPE Coupe,"$34,343",23 MPG,3.7 ,4.9 
1411,Certified 2019 Land Rover Range Rover Evoque SUV,"$35,442",25 MPG,3.7 ,3.9 
1412,Certified 2017 Maserati Ghibli Sedan,"$36,663",19 MPG,3.7 ,4.3 
1413,Certified 2018 Toyota Tundra CrewMax Pickup,"$38,024",14 MPG,3.7 ,4.7 
1414,Certified 2018 Lexus GX SUV,"$39,100",16 MPG,3.7 ,4.4 
1415,Certified 2019 Toyota Tundra CrewMax Pickup,"$41,292",14 MPG,3.7 ,4.7 
1416,Used 2016 Alfa Romeo 4C Coupe,"$41,599",28 MPG,3.7 ,4.9 
1417,Certified 2018 Maserati Ghibli Sedan,"$42,354",19 MPG,3.7 ,4.3 
1418,Certified 2019 Lexus GX SUV,"$45,500",16 MPG,3.7 ,4.4 
1419,Used 2017 Alfa Romeo 4C Coupe,"$45,890",28 MPG,3.7 ,4.9 
1420,Used 2016 Nissan GT‑R Coupe,"$71,279",19 MPG,3.7 ,4.9 
1421,Certified 2018 BMW M6 Coupe,"$71,300",16 MPG,3.7 ,5 
1422,Used 2017 Nissan GT‑R Coupe,"$81,874",18 MPG,3.7 ,4.9 
1423,New 2020 Jeep Compass SUV,"$23,775",25 MPG,3.6 ,3.6 
1424,New 2020 Mitsubishi Eclipse Cross SUV,"$24,335",27 MPG,3.6 ,4.8 
1425,New 2020 Buick Envision SUV,"$34,695",25 MPG,3.6 ,4.6 
1426,New 2019 Volkswagen Beetle Hatchback,"$21,790",29 MPG,3.6 ,4.3 
1427,New 2019 Mercedes‑Benz SLC Convertible,"$49,945",27 MPG,3.6 ,4.6 
1428,New 2019 Mercedes‑Benz Mercedes‑AMG SLC Convertible,"$64,895",23 MPG,3.6 ,4.6 
1429,Used 2014 Ford Fiesta Sedan,"$5,636",31 MPG,3.6 ,3.9 
1430,Used 2014 Dodge Dart Sedan,"$7,600",32 MPG,3.6 ,4.2 
1431,Used 2014 Volkswagen CC Sedan,"$9,684",25 MPG,3.6 ,4.5 
1432,Used 2014 Chevrolet Equinox SUV,"$10,956",23 MPG,3.6 ,4.1 
1433,Certified 2015 Scion xB Hatchback,"$11,583",24 MPG,3.6 ,4.7 
1434,Certified 2015 Scion tC Coupe,"$11,835",26 MPG,3.6 ,4.5 
1435,Certified 2015 Chevrolet Equinox SUV,"$11,876",26 MPG,3.6 ,4.1 
1436,Certified 2015 Volkswagen CC Sedan,"$12,083",25 MPG,3.6 ,4.5 
1437,Used 2016 Mitsubishi Outlander SUV,"$12,131",26 MPG,3.6 ,4.6 
1438,Used 2015 Hyundai Azera Sedan,"$12,518",23 MPG,3.6 ,4.7 
1439,Used 2014 Ford Explorer SUV,"$13,300",18 MPG,3.6 ,4.2 
1440,Certified 2015 MAZDA CX‑9 SUV,"$13,650",18 MPG,3.6 ,4.7 
1441,Certified 2016 Jeep Cherokee SUV,"$13,972",23 MPG,3.6 ,3.9 
1442,Certified 2015 Chevrolet Volt Sedan,"$14,588",37 MPG | 98 MPGe,3.6 ,4.7 
1443,Certified 2016 Buick LaCrosse Sedan,"$15,175",21 MPG,3.6 ,4.5 
1444,Certified 2017 Jeep Cherokee SUV,"$15,178",17 MPG,3.6 ,3.9 
1445,Certified 2016 Hyundai Azera Sedan,"$15,353",23 MPG,3.6 ,4.7 
1446,Certified 2018 Volkswagen Beetle Hatchback,"$16,261",29 MPG,3.6 ,4.3 
1447,Certified 2015 GMC Acadia SUV,"$16,369",19 MPG,3.6 ,4 
1448,Certified 2015 Buick Enclave SUV,"$17,313",19 MPG,3.6 ,4.5 
1449,Used 2014 Hyundai Equus Sedan,"$17,321",18 MPG,3.6 ,4.7 
1450,Certified 2015 Nissan Titan King Cab Pickup,"$17,423",14 MPG,3.6 ,4.4 
1451,Certified 2016 GMC Acadia SUV,"$18,200",18 MPG,3.6 ,4 
1452,Certified 2019 Mitsubishi Eclipse Cross SUV,"$18,652",26 MPG,3.6 ,4.8 
1453,Certified 2016 Cadillac SRX SUV,"$18,839",19 MPG,3.6 ,4.2 
1454,Certified 2019 Dodge Grand Caravan Passenger Van/Minivan,"$19,667",20 MPG,3.6 ,3.8 
1455,Used 2015 Hyundai Equus Sedan,"$19,846",18 MPG,3.6 ,4.7 
1456,Certified 2019 Jeep Compass SUV,"$19,954",25 MPG,3.6 ,3.6 
1457,Used 2014 Mercedes‑Benz GL‑Class SUV,"$20,200",16 MPG,3.6 ,4.6 
1458,Certified 2015 Nissan Titan Crew Cab Pickup,"$21,902",14 MPG,3.6 ,4.6 
1459,Certified 2015 BMW Z4 Convertible,"$24,457",26 MPG,3.6 ,4.6 
1460,Certified 2019 Buick Envision SUV,"$25,975",24 MPG,3.6 ,4.6 
1461,Used 2014 Land Rover Range Rover Sport SUV,"$27,351",19 MPG,3.6 ,4.4 
1462,Used 2014 BMW X6 M SUV,"$27,393",15 MPG,3.6 ,4.8 
1463,Certified 2018 Land Rover Discovery Sport SUV,"$27,700",22 MPG,3.6 ,4.1 
1464,Certified 2016 BMW Z4 Convertible,"$28,188",26 MPG,3.6 ,4.6 
1465,Certified 2017 BMW X4 SUV,"$30,827",23 MPG,3.6 ,5 
1466,Certified 2019 Land Rover Discovery Sport SUV,"$33,000",22 MPG,3.6 ,4.1 
1467,Certified 2018 Mercedes‑Benz SLC Convertible,"$33,150",27 MPG,3.6 ,4.6 
1468,Certified 2016 Jaguar F‑TYPE Coupe,"$36,747",19 MPG,3.6 ,4.9 
1469,Certified 2018 BMW X4 SUV,"$37,659",23 MPG,3.6 ,5 
1470,Used 2018 Alfa Romeo 4C Spider Convertible,"$49,580",28 MPG,3.6 ,4.9 
1471,Certified 2018 Mercedes‑Benz Mercedes‑AMG SLC Convertible,"$49,938",23 MPG,3.6 ,4.6 
1472,Used 2019 Alfa Romeo 4C Spider Convertible,"$53,986",28 MPG,3.6 ,4.9 
1473,New 2020 Toyota Yaris Sedan,"$16,605",34 MPG,3.5 ,4.5 
1474,New 2020 Mitsubishi Outlander SUV,"$26,235",27 MPG,3.5 ,4.6 
1475,New 2020 Jeep Cherokee SUV,"$27,235",23 MPG,3.5 ,3.9 
1476,New 2020 Jaguar F‑TYPE Coupe,"$62,625",26 MPG,3.5 ,4.9 
1477,New 2019 FIAT 500 Hatchback,"$17,740",27 MPG,3.5 ,4.4 
1478,New 2019 FIAT 500c Convertible,"$19,485",27 MPG,3.5 ,4.4 
1479,New 2019 FIAT 500 Abarth Hatchback,"$21,990",27 MPG,3.5 ,4.4 
1480,New 2019 FIAT 500c Abarth Convertible,"$23,485",27 MPG,3.5 ,4.4 
1481,New 2019 FIAT 500e Hatchback,"$34,705",112 MPGe,3.5 ,4.9 
1482,Used 2014 Ford Focus Hatchback,"$6,669",105 MPGe,3.5 ,3.8 
1483,Used 2014 Volkswagen Jetta Sedan,"$8,034",28 MPG,3.5 ,4.4 
1484,Used 2014 MAZDA MAZDA5 Van/Minivan,"$8,201",24 MPG,3.5 ,4.3 
1485,Used 2014 Nissan cube Wagon,"$8,409",27 MPG,3.5 ,4.7 
1486,Used 2014 Volkswagen Jetta SportWagen Wagon,"$9,485",26 MPG,3.5 ,4.4 
1487,Used 2014 Subaru Legacy Sedan,"$10,042",24 MPG,3.5 ,4.6 
1488,Used 2015 Hyundai Veloster Coupe,"$10,150",30 MPG,3.5 ,4.1 
1489,Certified 2016 Scion iA Sedan,"$10,410",35 MPG,3.5 ,4.4 
1490,Certified 2014 Buick Regal Sedan,"$10,462",23 MPG,3.5 ,4.5 
1491,Used 2014 Hyundai Tucson SUV,"$10,898",22 MPG,3.5 ,4.2 
1492,Used 2014 MINI Countryman Hatchback,"$10,968",27 MPG,3.5 ,4.2 
1493,Used 2014 Acura ILX Sedan,"$11,491",28 MPG,3.5 ,4.4 
1494,Certified 2015 Honda CR‑Z Coupe,"$11,511",34 MPG,3.5 ,4.7 
1495,Certified 2017 Toyota Yaris iA Sedan,"$11,765",34 MPG,3.5 ,4.5 
1496,Certified 2015 MINI Paceman Hatchback,"$12,148",27 MPG,3.5 ,4.8 
1497,Certified 2015 MINI Countryman Hatchback,"$12,654",27 MPG,3.5 ,4.2 
1498,Certified 2018 FIAT 500 Hatchback,"$12,800",27 MPG,3.5 ,4.4 
1499,Certified 2016 Scion tC Coupe,"$13,076",26 MPG,3.5 ,4.5 
1500,Used 2013 Dodge Durango SUV,"$13,382",19 MPG,3.5 ,4.7 
1501,Certified 2015 MINI Roadster Convertible,"$13,606",28 MPG,3.5 ,5 
1502,Certified 2016 Volkswagen CC Sedan,"$13,612",25 MPG,3.5 ,4.5 
1503,Certified 2018 FIAT 500e Hatchback,"$13,850",112 MPGe,3.5 ,4.9 
1504,Certified 2016 Chevrolet Equinox SUV,"$14,033",26 MPG,3.5 ,4.1 
1505,Used 2014 Cadillac SRX SUV,"$14,042",19 MPG,3.5 ,4.2 
1506,Used 2014 Volvo XC60 SUV,"$14,381",20 MPG,3.5 ,4.4 
1507,Certified 2019 Toyota Yaris Sedan,"$14,500",34 MPG,3.5 ,4.5 
1508,Certified 2018 FIAT 500c Convertible,"$14,600",27 MPG,3.5 ,4.4 
1509,Certified 2017 Mitsubishi Outlander SUV,"$14,711",26 MPG,3.5 ,4.6 
1510,Used 2014 Dodge Durango SUV,"$15,300",19 MPG,3.5 ,4.7 
1511,Certified 2015 MINI Convertible,"$15,307",29 MPG,3.5 ,4.7 
1512,Certified 2017 Chevrolet Equinox SUV,"$15,398",25 MPG,3.5 ,4.1 
1513,Used 2015 Hyundai Genesis Coupe,"$15,502",19 MPG,3.5 ,4.5 
1514,Used 2015 Cadillac SRX SUV,"$15,702",19 MPG,3.5 ,4.2 
1515,Certified 2018 Mitsubishi Outlander SUV,"$16,263",26 MPG,3.5 ,4.6 
1516,Used 2014 Volvo XC70 Wagon,"$16,617",21 MPG,3.5 ,4.6 
1517,Certified 2017 Hyundai Azera Sedan,"$16,912",23 MPG,3.5 ,4.7 
1518,Certified 2018 FIAT 500 Abarth Hatchback,"$17,073",27 MPG,3.5 ,4.4 
1519,Certified 2018 FIAT 500c Abarth Convertible,"$17,173",27 MPG,3.5 ,4.4 
1520,Used 2015 Jaguar XF Sedan,"$17,587",23 MPG,3.5 ,4.6 
1521,Certified 2019 Mitsubishi Outlander SUV,"$18,072",26 MPG,3.5 ,4.6 
1522,Certified 2015 Volkswagen Touareg SUV,"$18,100",19 MPG,3.5 ,4.7 
1523,Used 2015 Land Rover Range Rover Evoque SUV,"$18,980",24 MPG,3.5 ,3.9 
1524,Certified 2015 INFINITI QX50 SUV,"$19,636",20 MPG,3.5 ,4.6 
1525,Certified 2018 Jeep Cherokee SUV,"$19,715",17 MPG,3.5 ,3.9 
1526,Used 2014 Lexus RX SUV,"$20,300",20 MPG,3.5 ,4.5 
1527,Used 2014 Lincoln Navigator SUV,"$20,833",15 MPG,3.5 ,4.7 
1528,Certified 2016 Volkswagen Touareg SUV,"$21,300",19 MPG,3.5 ,4.7 
1529,Certified 2019 Jeep Cherokee SUV,"$22,826",23 MPG,3.5 ,3.9 
1530,Certified 2016 Lincoln MKT SUV,"$23,150",18 MPG,3.5 ,4.6 
1531,Certified 2015 Lexus RX SUV,"$24,093",20 MPG,3.5 ,4.5 
1532,Certified 2017 Lincoln MKT SUV,"$24,100",19 MPG,3.5 ,4.6 
1533,Certified 2016 Hyundai Equus Sedan,"$25,028",18 MPG,3.5 ,4.7 
1534,Certified 2017 GMC Acadia Limited SUV,"$26,370",17 MPG,3.5 ,4 
1535,Certified 2019 Mitsubishi Outlander PHEV SUV,"$26,999",25 MPG | 74 MPGe,3.5 ,4.6 
1536,Certified 2015 Mercedes‑Benz GL‑Class SUV,"$27,400",22 MPG,3.5 ,4.6 
1537,Used 2015 INFINITI QX80 SUV,"$28,679",16 MPG,3.5 ,4.2 
1538,Used 2015 Land Rover Range Rover Sport SUV,"$29,800",19 MPG,3.5 ,4.4 
1539,Certified 2016 Mercedes‑Benz GL‑Class SUV,"$32,800",22 MPG,3.5 ,4.6 
1540,Certified 2016 INFINITI QX80 SUV,"$34,300",15 MPG,3.5 ,4.2 
1541,Used 2015 Land Rover Range Rover SUV,"$34,650",19 MPG,3.5 ,3.8 
1542,Certified 2016 Land Rover LR4 SUV,"$36,025",16 MPG,3.5 ,4.4 
1543,Certified 2015 Mercedes‑Benz SL‑Class Convertible,"$38,275",23 MPG,3.5 ,4.6 
1544,Used 2016 Land Rover Range Rover SUV,"$39,700",19 MPG,3.5 ,3.8 
1545,Certified 2016 Mercedes‑Benz SL Convertible,"$41,009",23 MPG,3.5 ,4.6 
1546,Certified 2019 Jaguar F‑TYPE Coupe,"$44,811",26 MPG,3.5 ,4.9 
1547,Certified 2017 Mercedes‑Benz SL Convertible,"$55,723",23 MPG,3.5 ,4.6 
1548,Certified 2017 Mercedes‑Benz Mercedes‑AMG SL Convertible,"$85,872",19 MPG,3.5 ,4.6 
1549,New 2019 Lincoln MKT SUV,"$50,495",17 MPG,3.4 ,4.6 
1550,New 2019 Mercedes‑Benz Mercedes‑AMG GLS SUV,"$127,145",15 MPG,3.4 ,4.6 
1551,Certified 2014 MAZDA MAZDA2 Hatchback,"$7,550",30 MPG,3.4 ,4.3 
1552,Used 2014 Hyundai Elantra Sedan,"$8,450",31 MPG,3.4 ,4.2 
1553,Used 2014 Chevrolet Cruze Sedan,"$8,471",27 MPG,3.4 ,4.3 
1554,Used 2015 Mitsubishi Lancer Sedan,"$8,692",28 MPG,3.4 ,4.5 
1555,Used 2014 Nissan Rogue Select SUV,"$8,695",24 MPG,3.4 ,4.2 
1556,Used 2014 Dodge Grand Caravan Passenger Van/Minivan,"$8,958",20 MPG,3.4 ,3.8 
1557,Used 2014 Nissan JUKE SUV,"$9,295",27 MPG,3.4 ,4.4 
1558,Certified 2015 MAZDA MAZDA5 Van/Minivan,"$9,386",24 MPG,3.4 ,4.3 
1559,Certified 2014 Buick Verano Sedan,"$9,823",25 MPG,3.4 ,4.6 
1560,Used 2014 Chrysler Town & Country Van/Minivan,"$10,371",20 MPG,3.4 ,3.9 
1561,Certified 2015 Buick Verano Sedan,"$11,107",25 MPG,3.4 ,4.6 
1562,Used 2014 MAZDA CX‑9 SUV,"$11,300",18 MPG,3.4 ,4.7 
1563,Used 2014 Subaru Outback Wagon,"$11,975",24 MPG,3.4 ,4.4 
1564,Certified 2015 MINI Coupe,"$12,356",30 MPG,3.4 ,4.5 
1565,Certified 2016 Hyundai Veloster Coupe,"$12,630",30 MPG,3.4 ,4.1 
1566,Certified 2018 Toyota Yaris iA Sedan,"$12,960",34 MPG,3.4 ,4.5 
1567,Used 2014 Subaru XV Crosstrek SUV,"$13,154",26 MPG,3.4 ,4.4 
1568,Certified 2015 Acura ILX Sedan,"$13,162",25 MPG,3.4 ,4.4 
1569,Certified 2016 MINI Paceman Hatchback,"$13,353",27 MPG,3.4 ,4.8 
1570,Certified 2017 Hyundai Veloster Coupe,"$13,368",30 MPG,3.4 ,4.1 
1571,Certified 2015 GMC Terrain SUV,"$13,564",23 MPG,3.4 ,4 
1572,Used 2015 Volvo XC60 SUV,"$13,644",21 MPG,3.4 ,4.4 
1573,Used 2014 Lexus CT Hatchback,"$13,921",42 MPG,3.4 ,4.8 
1574,Used 2014 Toyota RAV4 SUV,"$14,006",25 MPG,3.4 ,4.4 
1575,Certified 2016 GMC Terrain SUV,"$14,560",26 MPG,3.4 ,4 
1576,Certified 2015 Honda Crosstour SUV,"$14,827",23 MPG,3.4 ,4.8 
1577,Certified 2017 GMC Terrain SUV,"$15,623",25 MPG,3.4 ,4 
1578,Certified 2016 MINI Countryman SUV,"$15,636",27 MPG,3.4 ,4.2 
1579,Used 2015 Cadillac XTS Sedan,"$15,873",21 MPG,3.4 ,4.5 
1580,Used 2015 Volvo XC70 Wagon,"$16,441",27 MPG,3.4 ,4.6 
1581,Used 2014 INFINITI QX70 SUV,"$17,567",18 MPG,3.4 ,4.6 
1582,Certified 2016 Cadillac XTS Sedan,"$19,831",22 MPG,3.4 ,4.5 
1583,Certified 2015 Mercedes‑Benz M‑Class SUV,"$21,389",20 MPG,3.4 ,4.6 
1584,Used 2014 Toyota 4Runner SUV,"$22,500",18 MPG,3.4 ,4.6 
1585,Used 2015 Lincoln Navigator SUV,"$26,678",17 MPG,3.4 ,4.7 
1586,Certified 2015 Mitsubishi Lancer Evolution Sedan,"$27,213",19 MPG,3.4 ,4.5 
1587,Certified 2017 Volkswagen Touareg SUV,"$27,700",19 MPG,3.4 ,4.7 
1588,Used 2014 Toyota FJ Cruiser SUV,"$27,915",16 MPG,3.4 ,4.8 
1589,Used 2015 Lincoln Navigator L SUV,"$28,249",16 MPG,3.4 ,4.7 
1590,Certified 2018 Lincoln MKT SUV,"$28,700",19 MPG,3.4 ,4.6 
1591,Used 2016 Lincoln Navigator L SUV,"$31,302",16 MPG,3.4 ,4.7 
1592,Used 2016 Lincoln Navigator SUV,"$31,358",17 MPG,3.4 ,4.7 
1593,Certified 2017 INFINITI QX80 SUV,"$39,439",15 MPG,3.4 ,4.2 
1594,Certified 2017 Mercedes‑Benz GLS SUV,"$41,300",19 MPG,3.4 ,4.6 
1595,Certified 2015 Toyota Land Cruiser SUV,"$46,950",15 MPG,3.4 ,4.6 
